umap_n_components,umap_n_neighbors,umap_min_dist,k,silhouette_score
9,5,0.06,9,0.45263395
9,4,0.07,7,0.45259494
7,5,0.03,10,0.45256177
6,4,0.11,10,0.4525154
7,5,0.05,6,0.4524459
10,3,0.06,5,0.45235184
2,5,0.09,8,0.45230994
10,4,0.04,7,0.45230764
10,4,0.06,7,0.45229796
7,5,0.07,8,0.45223156
9,6,0.04,10,0.45212033
3,4,0.03,7,0.4521069
2,4,0.12,10,0.4519574
8,3,0.15,10,0.4518961
9,3,0.12,5,0.45187786
9,2,0.1,6,0.45182014
4,6,0.04,10,0.45179033
9,5,0.08,8,0.4517239
10,5,0.03,9,0.4517174
7,3,0.13,7,0.4516679
2,6,0.14,7,0.45161343
4,4,0.09,9,0.45156336
10,4,0.05,7,0.4514686
6,2,0.13,6,0.45145175
2,4,0.02,7,0.45134595
9,4,0.13,8,0.4513126
2,5,0.06,9,0.4512725
3,5,0.02,9,0.4511447
10,3,0.13,10,0.4510798
4,4,0.14,8,0.451022
3,6,0.02,7,0.45095402
8,3,0.09,6,0.450945
6,3,0.12,5,0.45092234
5,4,0.04,10,0.45083842
10,6,0.04,10,0.4508058
9,3,0.15,6,0.45059305
6,4,0.03,7,0.45053115
3,4,0.05,6,0.450405
10,4,0.09,8,0.45039958
3,4,0.11,6,0.45021632
10,2,0.14,5,0.4501215
7,2,0.11,6,0.45008907
8,3,0.07,5,0.45004168
8,4,0.07,8,0.45003533
6,5,0.06,9,0.44998106
10,4,0.1,9,0.4499441
6,4,0.15,10,0.44988644
8,3,0.15,8,0.44972032
5,4,0.15,7,0.44970712
8,4,0.07,7,0.44970047
2,6,0.11,8,0.449681
2,5,0.1,5,0.44965178
2,4,0.09,7,0.44959643
3,4,0.04,10,0.4495018
3,6,0.02,10,0.44941354
8,4,0.05,7,0.4493894
10,5,0.02,9,0.4493577
9,4,0.07,8,0.4492624
3,5,0.07,10,0.4491668
3,3,0.07,7,0.4490258
6,4,0.03,8,0.4490082
3,4,0.11,8,0.44894406
8,4,0.06,8,0.44893014
5,2,0.12,5,0.44888362
9,3,0.07,5,0.44887653
10,4,0.02,6,0.44884658
7,5,0.04,8,0.448588
2,5,0.05,10,0.4485613
10,4,0.02,7,0.44855294
6,4,0.05,6,0.4485107
7,2,0.1,5,0.44846794
5,3,0.15,6,0.4484194
5,5,0.02,8,0.44834715
6,4,0.11,8,0.448239
8,5,0.02,6,0.4481554
4,3,0.04,5,0.4480644
7,4,0.1,8,0.44804987
9,3,0.05,5,0.44804892
10,4,0.08,8,0.44792297
4,2,0.09,5,0.44789043
8,6,0.08,9,0.44784746
8,4,0.05,8,0.4477947
6,2,0.14,6,0.44769463
9,5,0.07,9,0.44764513
4,4,0.11,8,0.44761503
10,4,0.02,9,0.4475991
10,4,0.02,10,0.44759527
10,2,0.13,6,0.4475354
7,4,0.04,7,0.44741562
3,3,0.09,5,0.44740054
5,4,0.09,6,0.44737208
2,4,0.05,7,0.44729623
6,4,0.07,8,0.44720435
2,4,0.03,5,0.447193
3,5,0.06,8,0.44712675
8,5,0.06,9,0.44703174
2,3,0.04,5,0.44700158
6,5,0.03,8,0.4469718
4,4,0.08,6,0.4467911
2,4,0.14,10,0.44677842
6,4,0.06,9,0.44670093
2,8,0.04,8,0.44665763
6,3,0.06,5,0.4466351
7,4,0.07,8,0.44662333
3,4,0.09,7,0.44655
7,4,0.03,10,0.44638747
5,4,0.1,8,0.44638655
4,4,0.09,6,0.44637656
5,4,0.11,7,0.44633967
2,6,0.04,8,0.44631776
2,5,0.08,8,0.44628185
6,4,0.05,8,0.4462113
4,5,0.03,9,0.446179
5,4,0.09,8,0.44607964
9,4,0.1,7,0.44607022
6,7,0.03,10,0.44605258
3,4,0.08,7,0.44603556
9,4,0.08,7,0.44600305
2,4,0.15,8,0.44600242
2,5,0.1,10,0.44596794
6,4,0.1,9,0.44593912
9,5,0.02,8,0.4457678
9,4,0.11,7,0.44569954
8,4,0.06,6,0.44559714
9,4,0.13,9,0.44559145
6,2,0.1,5,0.44558993
6,5,0.02,9,0.44556743
2,5,0.06,7,0.445491
2,5,0.14,7,0.44544154
9,4,0.15,8,0.445426
2,7,0.09,10,0.445416
3,3,0.04,5,0.44528303
7,5,0.04,10,0.44527003
7,3,0.06,5,0.4452162
9,6,0.04,9,0.44520605
2,6,0.08,5,0.44519067
5,2,0.13,5,0.44508454
2,5,0.02,7,0.44506955
2,9,0.11,9,0.4450449
6,4,0.12,8,0.44504055
10,4,0.07,8,0.44502744
10,2,0.1,5,0.4450024
7,2,0.04,5,0.44499868
3,5,0.05,7,0.44494945
9,4,0.1,6,0.44489327
3,5,0.13,9,0.44483447
6,3,0.07,5,0.44474828
6,7,0.02,10,0.4447474
5,4,0.08,9,0.44465542
3,5,0.02,7,0.44448888
9,5,0.07,10,0.44447035
4,4,0.1,7,0.44445106
7,5,0.05,7,0.44444537
10,6,0.02,7,0.44438583
4,6,0.04,8,0.44429293
3,4,0.08,10,0.44416675
7,5,0.05,10,0.44416034
2,5,0.09,10,0.44413847
10,4,0.1,8,0.44408
4,6,0.04,9,0.44399655
10,6,0.05,9,0.44399145
5,5,0.07,8,0.44388375
9,2,0.12,6,0.4438692
3,4,0.13,7,0.44375876
5,6,0.03,10,0.44369647
7,4,0.06,7,0.4435747
2,4,0.11,7,0.443549
7,6,0.02,9,0.44353226
10,2,0.15,5,0.44352517
6,4,0.04,6,0.44347003
2,8,0.03,7,0.44345105
3,6,0.03,10,0.44338346
3,5,0.05,8,0.44333243
10,6,0.08,9,0.44332075
7,4,0.05,7,0.4432588
8,4,0.15,10,0.44324484
10,5,0.06,10,0.4432265
3,4,0.1,8,0.44321004
8,6,0.03,8,0.44311225
6,9,0.02,10,0.44310048
2,6,0.14,9,0.44308633
3,3,0.12,5,0.44306076
3,5,0.03,9,0.44305643
7,6,0.02,10,0.44304457
8,5,0.07,10,0.44303513
8,4,0.08,8,0.4429776
9,4,0.08,6,0.44297317
3,4,0.02,9,0.4429579
5,6,0.04,10,0.44292516
8,2,0.06,6,0.4429198
7,2,0.12,5,0.4429192
6,5,0.05,10,0.44284546
2,7,0.04,10,0.44283706
10,5,0.02,10,0.4427974
7,4,0.05,8,0.442781
6,2,0.15,5,0.4427549
5,5,0.03,10,0.44274044
8,4,0.03,7,0.44266552
2,5,0.07,6,0.44263804
4,3,0.15,6,0.44263273
10,4,0.09,9,0.44256222
2,4,0.13,5,0.44254148
3,4,0.06,7,0.44250447
2,4,0.1,6,0.44248646
9,4,0.12,9,0.44244835
5,4,0.13,7,0.44235307
2,4,0.08,7,0.44234002
8,3,0.05,6,0.44233692
7,3,0.1,5,0.44217247
3,4,0.11,7,0.44193834
7,4,0.03,7,0.44189543
8,4,0.14,8,0.44175956
2,8,0.02,9,0.44165036
4,3,0.05,6,0.4416288
2,9,0.08,10,0.44154978
6,5,0.07,8,0.44153792
9,4,0.12,7,0.4415119
2,9,0.03,10,0.44149494
9,5,0.08,10,0.44144812
3,4,0.03,9,0.44143036
5,7,0.04,9,0.4414257
9,3,0.06,5,0.4413882
8,4,0.11,7,0.4413642
9,5,0.09,10,0.4413382
2,4,0.05,5,0.441232
6,5,0.07,10,0.44117135
6,6,0.03,10,0.4410539
2,6,0.02,5,0.44104236
7,4,0.13,8,0.44101468
10,5,0.06,8,0.4409468
7,4,0.02,9,0.4409382
9,4,0.08,10,0.4409256
4,5,0.07,10,0.44088572
9,4,0.12,8,0.44088268
10,2,0.05,5,0.44087958
5,2,0.09,5,0.44083992
8,5,0.06,10,0.4407955
9,7,0.05,10,0.4407524
5,5,0.05,10,0.44074845
7,4,0.09,6,0.44063187
7,5,0.04,9,0.44060084
7,3,0.15,5,0.4405967
7,4,0.08,8,0.44057712
2,4,0.1,7,0.44056225
2,6,0.02,6,0.44052193
4,2,0.06,5,0.44050753
6,3,0.04,5,0.44047713
7,6,0.03,8,0.4404669
7,4,0.04,6,0.44045734
8,4,0.04,7,0.44042465
7,5,0.06,9,0.4404022
8,6,0.06,10,0.44039387
7,5,0.06,10,0.44035932
7,4,0.12,8,0.44035363
7,4,0.15,7,0.4403375
7,5,0.02,10,0.44027412
10,5,0.07,10,0.44021884
2,5,0.08,7,0.4401469
8,3,0.1,6,0.44003615
6,5,0.06,10,0.440026
3,5,0.1,8,0.43999037
2,4,0.07,6,0.4398781
6,4,0.08,7,0.4398522
7,4,0.15,8,0.43982252
4,4,0.14,7,0.4397976
4,2,0.15,5,0.43969145
10,4,0.07,7,0.43967423
6,6,0.06,9,0.4396381
8,5,0.07,9,0.43962297
5,5,0.06,9,0.4395347
7,4,0.09,7,0.43937248
3,5,0.04,10,0.43936786
8,4,0.1,8,0.43935543
5,4,0.1,10,0.43933237
7,3,0.13,10,0.4392901
2,5,0.15,6,0.4392409
6,6,0.05,9,0.43918163
10,4,0.08,10,0.43914253
5,5,0.06,8,0.43908274
6,4,0.14,7,0.43904576
4,6,0.08,10,0.43901044
9,5,0.03,10,0.43899173
7,4,0.03,6,0.43898553
2,7,0.09,7,0.43893903
10,2,0.09,5,0.43890423
6,6,0.08,9,0.43886158
5,3,0.07,6,0.43880147
4,4,0.1,8,0.43873873
8,6,0.07,9,0.43870324
3,5,0.11,10,0.43860993
3,5,0.05,10,0.4386032
2,9,0.07,10,0.43857872
3,5,0.05,9,0.43851125
7,3,0.14,5,0.4384967
2,8,0.04,10,0.43848023
2,5,0.08,10,0.43847632
10,9,0.02,10,0.4384414
6,2,0.02,5,0.4384063
7,6,0.03,9,0.43837294
4,3,0.12,5,0.43834093
6,5,0.07,9,0.4383382
4,5,0.06,10,0.43830454
7,5,0.06,7,0.43821767
9,2,0.05,5,0.43819022
9,4,0.03,5,0.43818662
4,5,0.03,10,0.43815473
6,6,0.06,10,0.43812087
10,6,0.05,10,0.43802154
7,4,0.04,8,0.43794632
2,6,0.05,6,0.43794066
6,4,0.11,9,0.4378992
7,5,0.04,6,0.43784603
6,4,0.02,6,0.43783942
2,5,0.06,5,0.43764973
6,2,0.03,5,0.4375348
8,5,0.03,8,0.4374782
2,5,0.11,10,0.43733415
6,4,0.14,8,0.43732244
10,5,0.06,7,0.43728068
2,6,0.08,7,0.43725243
5,4,0.14,7,0.43724206
4,2,0.14,5,0.4372234
9,7,0.03,10,0.43719456
5,5,0.08,9,0.43712258
2,8,0.04,9,0.437095
2,8,0.02,10,0.437067
7,5,0.08,8,0.4370603
5,4,0.14,10,0.43704885
6,7,0.07,10,0.4370309
4,4,0.12,7,0.43697283
7,4,0.02,8,0.43687823
2,5,0.12,9,0.43684214
3,6,0.04,10,0.4366997
5,2,0.15,5,0.4366542
5,4,0.04,6,0.43663302
2,6,0.12,7,0.43657407
3,4,0.09,6,0.4365576
8,10,0.03,10,0.4365167
8,4,0.09,7,0.436409
5,4,0.09,7,0.4363719
5,4,0.07,8,0.4362
3,5,0.12,8,0.43617067
6,4,0.02,8,0.4361584
5,7,0.04,10,0.43615654
2,6,0.12,8,0.43605256
2,9,0.02,8,0.43602663
2,5,0.08,9,0.4359705
5,7,0.03,10,0.43596017
8,4,0.14,10,0.43588662
4,5,0.02,10,0.43586662
2,9,0.05,10,0.43579063
8,5,0.05,7,0.43563688
4,3,0.11,5,0.43561748
3,4,0.12,9,0.4356069
2,4,0.12,5,0.43560565
5,3,0.14,5,0.43541116
4,4,0.15,7,0.43538368
7,5,0.08,7,0.43535
2,5,0.11,8,0.4353246
6,6,0.06,8,0.4353181
7,9,0.04,10,0.43530288
4,4,0.12,6,0.43527502
6,6,0.05,10,0.43523538
9,5,0.05,9,0.43522108
9,4,0.14,8,0.4351487
9,4,0.08,8,0.43509868
9,5,0.12,10,0.4350733
9,5,0.15,10,0.43506658
6,4,0.09,6,0.43503988
8,5,0.08,7,0.43499324
2,9,0.08,8,0.43495837
2,7,0.1,10,0.4349551
2,6,0.12,9,0.43495306
2,5,0.09,9,0.43494958
8,4,0.1,9,0.4348214
7,5,0.05,9,0.43473148
7,3,0.02,6,0.43471143
10,6,0.05,8,0.43470952
2,6,0.06,9,0.43469638
7,9,0.03,10,0.43469393
9,5,0.1,9,0.43467775
6,4,0.07,7,0.43467054
8,4,0.08,10,0.43463764
2,5,0.09,5,0.43456003
9,6,0.09,10,0.43453673
2,6,0.15,9,0.4345026
4,5,0.07,9,0.4344985
10,4,0.1,10,0.43446782
9,6,0.09,9,0.43446177
9,6,0.08,9,0.43443117
2,6,0.06,6,0.4343407
7,2,0.08,5,0.43431285
2,9,0.03,8,0.43429002
2,8,0.08,5,0.43428752
10,5,0.06,9,0.43428266
8,4,0.04,9,0.43421414
10,6,0.02,9,0.43420848
2,4,0.1,5,0.43418428
8,6,0.08,8,0.4340717
3,7,0.03,10,0.43398023
2,5,0.12,8,0.4339515
5,7,0.06,9,0.43391263
2,5,0.13,8,0.43388483
9,2,0.02,6,0.43380162
9,5,0.07,8,0.43378577
10,6,0.02,10,0.4336675
2,4,0.04,7,0.43364725
8,6,0.08,10,0.43357432
7,4,0.06,9,0.4334942
9,9,0.02,10,0.4333086
4,5,0.04,7,0.43330553
6,4,0.06,7,0.4332929
2,6,0.09,6,0.43323871
6,4,0.02,7,0.4331687
9,7,0.07,10,0.43302932
8,3,0.1,5,0.43293333
2,8,0.05,9,0.4329304
3,5,0.09,7,0.4328633
9,4,0.14,6,0.43283722
10,5,0.04,9,0.43279508
10,4,0.08,6,0.4327933
6,2,0.09,5,0.43278837
10,2,0.02,5,0.43278387
2,5,0.06,6,0.4327694
10,4,0.04,10,0.43276623
7,4,0.06,10,0.4327649
9,5,0.1,8,0.43271467
2,5,0.12,7,0.43268344
2,6,0.09,7,0.43259552
9,4,0.15,6,0.4325801
7,4,0.12,6,0.43256223
5,5,0.06,10,0.43249428
2,6,0.08,6,0.4324438
2,8,0.14,10,0.43241957
9,5,0.03,7,0.43238634
4,2,0.05,5,0.43237737
7,2,0.07,5,0.4323058
8,4,0.07,6,0.43229908
10,4,0.15,10,0.4322468
8,4,0.08,6,0.43223968
7,4,0.11,7,0.43220958
3,4,0.13,8,0.4321774
7,5,0.14,9,0.43216863
7,2,0.13,6,0.4321609
8,5,0.08,10,0.43214768
9,6,0.03,8,0.43212336
2,6,0.14,10,0.4320925
7,3,0.09,5,0.43208835
10,4,0.08,7,0.43207824
8,2,0.05,5,0.43200213
10,6,0.03,9,0.43193117
2,7,0.15,8,0.43189362
10,5,0.05,10,0.43187517
2,6,0.05,5,0.4317343
7,5,0.07,9,0.43173188
8,5,0.09,9,0.4316108
2,6,0.14,6,0.43160993
8,6,0.07,10,0.43156725
6,5,0.04,7,0.43156376
2,7,0.06,7,0.43153465
8,5,0.11,9,0.43152645
5,5,0.06,7,0.4314136
3,5,0.04,8,0.4313014
2,6,0.06,8,0.43123767
6,2,0.04,5,0.4312342
9,3,0.11,5,0.4311577
6,5,0.05,9,0.43114826
6,3,0.15,5,0.4311214
4,6,0.02,10,0.4311071
4,4,0.15,6,0.43110332
5,8,0.04,10,0.43109313
8,5,0.13,9,0.43106747
8,6,0.02,8,0.43106055
10,2,0.08,5,0.43088096
9,5,0.02,6,0.43087584
4,8,0.02,10,0.43086687
2,10,0.02,10,0.43085876
6,9,0.05,10,0.43083504
6,4,0.11,7,0.4308247
6,2,0.07,5,0.43082178
2,6,0.05,9,0.43080097
4,5,0.04,10,0.43076086
6,6,0.02,10,0.430716
5,4,0.08,10,0.43064314
4,4,0.05,5,0.43061566
5,4,0.05,6,0.43057898
2,6,0.15,8,0.43039536
6,6,0.03,8,0.43039313
3,5,0.07,8,0.43038383
9,7,0.1,10,0.4303803
5,5,0.07,10,0.4303407
3,7,0.07,10,0.43028614
2,5,0.08,6,0.43024564
8,9,0.03,10,0.4301037
2,7,0.15,9,0.43010104
8,5,0.02,9,0.4300725
8,5,0.07,8,0.43004963
8,3,0.15,5,0.42991102
9,5,0.12,9,0.42988783
9,7,0.02,10,0.4298656
5,4,0.15,8,0.42986405
10,4,0.03,8,0.42986104
3,7,0.04,9,0.4298239
5,3,0.13,5,0.42980105
2,9,0.11,7,0.4297835
10,3,0.11,5,0.42977822
8,5,0.04,9,0.42966443
9,7,0.04,10,0.42944142
9,5,0.03,8,0.42932394
7,4,0.1,6,0.42928916
2,6,0.05,8,0.42925802
2,8,0.09,10,0.42923772
9,5,0.04,7,0.42923144
8,4,0.11,6,0.42916647
6,7,0.04,10,0.4291634
6,6,0.08,10,0.42913425
3,6,0.1,10,0.42912737
2,6,0.15,10,0.42908975
3,5,0.06,9,0.42908508
2,6,0.04,7,0.42904216
8,5,0.13,10,0.42904085
7,3,0.13,9,0.4290379
7,4,0.08,6,0.4290084
2,10,0.13,10,0.42895183
5,3,0.09,5,0.42885348
4,4,0.15,10,0.42884034
9,6,0.06,9,0.42882484
3,5,0.03,7,0.4288106
2,7,0.08,9,0.4287937
10,4,0.04,9,0.42870277
9,4,0.04,5,0.42869952
6,4,0.09,9,0.42867503
3,6,0.13,10,0.42867422
5,6,0.05,10,0.42858922
9,7,0.08,10,0.42854017
8,5,0.08,9,0.4285157
10,2,0.03,5,0.42850116
5,4,0.15,9,0.42850098
4,5,0.02,9,0.42848623
6,4,0.02,5,0.42847183
6,4,0.05,5,0.42842734
3,7,0.05,6,0.42841795
6,5,0.03,10,0.4284065
2,7,0.04,9,0.42837942
6,4,0.08,9,0.42837852
7,7,0.07,10,0.4282913
8,3,0.08,5,0.42827457
5,6,0.02,10,0.42826146
9,5,0.09,9,0.42823476
6,4,0.12,7,0.4281623
7,5,0.11,8,0.4281428
3,6,0.05,9,0.42813924
8,6,0.1,10,0.4281218
8,6,0.04,10,0.42784634
4,9,0.08,10,0.42783114
8,5,0.04,6,0.42780727
2,6,0.12,10,0.427794
9,6,0.02,9,0.4277315
2,9,0.03,9,0.42771223
2,4,0.03,6,0.42769343
2,10,0.05,10,0.42769068
4,5,0.07,8,0.42768174
6,5,0.09,10,0.42762923
5,5,0.05,9,0.42760175
7,4,0.12,7,0.42757785
3,7,0.07,9,0.42757425
10,6,0.08,8,0.42756402
9,2,0.11,5,0.42755085
8,4,0.06,9,0.42754
10,4,0.13,8,0.427529
8,4,0.09,6,0.427422
8,4,0.06,7,0.42735237
2,9,0.06,9,0.42734164
9,3,0.13,5,0.42720258
8,3,0.12,5,0.42719844
2,9,0.02,10,0.42715588
4,5,0.06,7,0.42714104
8,4,0.14,9,0.42711622
9,5,0.06,8,0.42708513
8,9,0.03,9,0.4270622
5,7,0.06,10,0.42703015
7,4,0.1,7,0.42699277
6,5,0.13,9,0.42691147
7,5,0.06,6,0.42690253
2,4,0.09,5,0.42686886
9,9,0.04,10,0.42685884
8,4,0.02,7,0.4268382
10,5,0.06,6,0.42683774
3,5,0.09,8,0.42669886
6,5,0.11,10,0.42669037
3,5,0.07,7,0.42662552
3,5,0.06,10,0.42661446
6,5,0.13,10,0.4265956
8,6,0.05,9,0.4265266
5,4,0.07,6,0.4265107
10,6,0.03,8,0.4264588
2,5,0.08,5,0.42638555
5,4,0.12,9,0.4262846
3,4,0.13,6,0.4262511
5,7,0.04,8,0.42619932
7,4,0.14,6,0.4261431
7,5,0.14,10,0.42613047
2,9,0.08,9,0.42607224
7,6,0.14,10,0.42605713
4,5,0.05,10,0.42597818
9,5,0.15,9,0.42591372
4,5,0.04,9,0.42585397
10,7,0.05,10,0.42585346
7,4,0.05,9,0.4258488
4,5,0.06,8,0.4257465
2,4,0.04,6,0.4257334
2,6,0.12,6,0.42571706
8,4,0.09,10,0.42560616
9,4,0.02,5,0.42553282
4,5,0.03,6,0.42548332
2,8,0.04,6,0.4254778
5,2,0.14,5,0.42546353
7,5,0.15,10,0.4254277
10,6,0.07,10,0.4254135
2,7,0.05,9,0.42539218
8,3,0.11,5,0.42535886
4,4,0.02,5,0.4253339
3,4,0.04,5,0.42530274
6,2,0.14,5,0.42525074
6,3,0.02,5,0.42521825
2,4,0.15,9,0.4252129
2,8,0.15,9,0.42516932
9,9,0.07,10,0.42513064
9,5,0.12,8,0.42512444
9,7,0.11,10,0.42512134
6,5,0.08,7,0.4250891
5,4,0.14,9,0.42507106
4,7,0.02,10,0.42498434
7,5,0.02,9,0.42496437
9,8,0.02,10,0.4249599
8,4,0.12,6,0.42494574
2,6,0.02,8,0.42493883
2,7,0.03,9,0.42484772
7,9,0.07,10,0.42482004
2,6,0.08,9,0.42480177
6,5,0.03,9,0.42478415
10,5,0.04,8,0.42477784
9,5,0.13,9,0.42474625
8,5,0.08,8,0.4247245
4,4,0.12,5,0.4247014
6,6,0.03,9,0.4246877
7,4,0.15,10,0.42460695
6,6,0.1,10,0.42460328
2,4,0.12,8,0.4245607
2,7,0.1,9,0.42455822
5,5,0.04,10,0.42453712
2,7,0.03,7,0.42446598
3,5,0.13,10,0.42440626
9,9,0.06,10,0.42437756
6,7,0.08,10,0.42434248
8,9,0.04,10,0.42432612
2,6,0.1,5,0.4243245
6,7,0.1,10,0.42422524
9,7,0.09,9,0.4242089
3,7,0.03,9,0.42419434
5,6,0.09,10,0.42415315
3,6,0.11,10,0.42413044
2,6,0.05,10,0.42403215
5,7,0.02,10,0.42399746
9,6,0.1,9,0.42398527
9,5,0.15,8,0.42397967
6,5,0.09,9,0.42394897
4,10,0.02,10,0.42390943
8,4,0.1,10,0.42390928
7,3,0.13,5,0.42388088
8,5,0.07,7,0.42386904
3,7,0.12,10,0.42383668
6,7,0.03,9,0.42378578
5,6,0.04,8,0.4237371
2,4,0.04,5,0.4237237
8,9,0.06,10,0.4236286
2,7,0.05,8,0.42355284
10,6,0.13,10,0.42352688
7,4,0.08,10,0.42351335
2,5,0.13,9,0.4234686
10,4,0.05,5,0.42340404
9,4,0.15,7,0.42338064
7,7,0.1,10,0.42336166
8,5,0.1,9,0.42331937
5,4,0.07,9,0.4232601
10,6,0.04,8,0.4232229
5,5,0.05,7,0.42321503
4,6,0.05,10,0.42320243
7,6,0.05,9,0.42314526
9,3,0.14,5,0.4230633
5,7,0.05,10,0.42306304
9,4,0.15,9,0.42304072
3,6,0.05,7,0.42302337
4,8,0.08,10,0.42302084
9,7,0.06,10,0.42300797
4,7,0.05,10,0.4230023
2,9,0.08,6,0.42298058
8,5,0.09,10,0.42291737
4,9,0.02,10,0.42291605
4,4,0.07,7,0.4228096
3,4,0.1,9,0.42275405
8,6,0.13,10,0.42274714
10,6,0.12,10,0.42269644
6,4,0.09,7,0.42267552
7,4,0.11,8,0.42254573
6,4,0.04,7,0.42251837
2,8,0.02,5,0.4225103
9,9,0.03,10,0.42244738
7,5,0.02,8,0.42242697
10,4,0.09,10,0.4223279
8,5,0.03,7,0.42228872
3,4,0.12,7,0.4222729
3,6,0.06,9,0.42220533
9,6,0.02,10,0.42220187
10,5,0.09,10,0.42219344
2,5,0.1,8,0.42216206
7,3,0.05,5,0.42216054
10,4,0.06,5,0.4220818
6,7,0.06,10,0.42205372
6,6,0.05,8,0.42198467
7,6,0.03,10,0.42195028
7,4,0.09,8,0.42187575
9,7,0.05,9,0.42179137
7,4,0.11,6,0.42176124
2,9,0.05,9,0.42170522
2,5,0.11,7,0.42169625
7,6,0.05,10,0.42156157
6,6,0.03,7,0.42153394
6,5,0.07,7,0.42152578
7,8,0.03,10,0.42150798
9,6,0.06,10,0.4214603
7,4,0.15,9,0.42141962
2,10,0.03,5,0.42141753
8,4,0.08,9,0.42139673
7,4,0.1,9,0.4213231
2,6,0.07,10,0.42132264
8,5,0.11,10,0.42131606
5,7,0.08,9,0.4213142
2,5,0.02,6,0.42124888
7,4,0.1,10,0.4212249
5,5,0.11,9,0.42121246
6,5,0.13,8,0.42118752
10,9,0.02,9,0.42115635
2,7,0.15,7,0.4210735
9,4,0.13,6,0.4210709
8,6,0.04,7,0.42101797
7,5,0.04,7,0.42098263
9,6,0.1,10,0.4209647
7,5,0.1,10,0.42085698
9,5,0.13,7,0.42082357
3,4,0.02,7,0.42078924
10,6,0.04,9,0.42078084
3,4,0.03,8,0.42077902
7,4,0.13,10,0.42076048
8,4,0.08,7,0.42067876
10,5,0.08,10,0.42066413
5,6,0.07,10,0.42062536
2,5,0.14,10,0.42061415
3,6,0.03,9,0.4205584
2,6,0.03,8,0.42053765
4,9,0.1,10,0.4205066
2,7,0.15,10,0.42034966
2,6,0.1,8,0.42030877
10,4,0.13,7,0.4203037
8,10,0.02,10,0.42028937
6,4,0.04,5,0.42023906
3,5,0.15,8,0.42017102
8,4,0.11,9,0.42017052
6,7,0.09,10,0.42016837
9,5,0.05,5,0.42015988
9,2,0.06,5,0.42015317
4,5,0.09,10,0.42008588
4,5,0.09,9,0.42006472
9,6,0.08,10,0.42006233
3,7,0.03,8,0.42005554
4,4,0.05,6,0.42002958
5,4,0.14,6,0.41997567
2,9,0.07,9,0.41993508
5,6,0.06,10,0.41993406
2,4,0.02,6,0.41991058
6,4,0.13,10,0.41987967
9,5,0.13,10,0.41987112
2,6,0.03,6,0.419828
3,5,0.08,7,0.41981858
8,4,0.13,6,0.4197868
7,9,0.02,9,0.4197221
7,5,0.09,10,0.41964293
2,6,0.02,10,0.419553
5,6,0.03,9,0.4195369
9,7,0.09,10,0.41953412
3,9,0.08,10,0.4195032
6,4,0.13,9,0.41950196
8,5,0.05,9,0.41947064
9,4,0.03,8,0.41944802
6,8,0.03,10,0.41941264
7,4,0.05,5,0.4192706
7,5,0.15,9,0.4192073
9,5,0.06,7,0.4191713
3,4,0.15,10,0.41914415
2,8,0.05,10,0.41914278
7,5,0.06,8,0.41914266
6,4,0.08,10,0.41910398
10,4,0.02,8,0.4190648
4,9,0.06,10,0.41899335
8,7,0.03,10,0.41886586
2,7,0.02,5,0.41876772
6,4,0.07,5,0.4187304
7,5,0.08,9,0.41871536
3,6,0.05,10,0.4186071
7,5,0.11,10,0.41858804
6,6,0.12,10,0.41857898
2,6,0.07,9,0.4185673
3,5,0.08,10,0.4185195
7,2,0.05,5,0.4184544
7,4,0.09,5,0.41845426
6,7,0.12,9,0.41840202
4,4,0.11,6,0.41836548
4,4,0.1,9,0.41825062
9,5,0.05,8,0.4181816
2,10,0.04,8,0.418094
8,4,0.06,10,0.4180779
4,6,0.02,9,0.41804436
6,7,0.1,9,0.41801345
10,5,0.11,10,0.41799346
5,7,0.13,10,0.41799173
9,5,0.08,7,0.4179356
8,5,0.05,8,0.41792378
6,9,0.03,10,0.41790622
3,6,0.03,8,0.41782707
6,8,0.04,10,0.4178225
10,5,0.02,8,0.41779736
2,8,0.04,5,0.41772935
4,10,0.03,10,0.41769117
7,4,0.08,9,0.41767842
8,4,0.09,9,0.41766375
9,5,0.11,10,0.41753957
3,4,0.15,8,0.417522
3,5,0.09,9,0.4174464
5,4,0.09,5,0.41733935
3,6,0.02,9,0.4172283
7,4,0.13,9,0.41722447
7,4,0.14,7,0.4171849
8,4,0.02,5,0.41713047
8,9,0.02,10,0.4170519
7,4,0.02,6,0.41702926
9,8,0.05,10,0.41702652
4,7,0.03,10,0.4169013
9,6,0.12,10,0.41687316
5,5,0.1,9,0.4168124
4,6,0.05,9,0.41679958
4,6,0.08,8,0.41679487
2,5,0.1,7,0.41677052
6,3,0.1,5,0.4167533
4,5,0.05,8,0.41673672
7,4,0.13,7,0.41672245
10,6,0.09,10,0.41671202
9,5,0.11,8,0.41662285
9,5,0.04,5,0.4166173
2,10,0.12,9,0.41661054
8,5,0.1,8,0.41656643
6,5,0.09,7,0.41654104
9,4,0.07,5,0.41651013
6,10,0.03,10,0.4164851
7,6,0.04,10,0.41646585
4,6,0.05,8,0.41639733
10,6,0.11,10,0.41636863
7,5,0.08,10,0.4163563
10,6,0.11,9,0.41633597
9,3,0.13,6,0.41633514
4,9,0.05,10,0.4162771
2,7,0.07,7,0.4162241
10,4,0.12,6,0.41619572
7,7,0.05,10,0.416154
7,8,0.05,10,0.4161352
